Date,MRP,Q1,DR1,SP,Q2,DR2,MSP,Q3,DR3,Base Price,Probable Index for Bp,Adj Close,Discount,Discount%,General Discount,GD%,Product Availibility index,Quantity ( kg ).1,Total Market Value ( in Thousands ),D-S Ratio,City,Avg. Correlation ( MRP Vs SP ),Avg. Correlation ( MRP Vs MSP ),Avg. Correlation ( MSP Vs SP ),Avg. Correlation ( MRP Vs BP ),Avg. Correlation ( SP Vs BP )
14-07-2010,20.15,1141.825181,0.272174195,17.940001,123.6430897,0.029472514,17.76,2929.731729,0.698353292,18.4475005,0.75,19.84,2.209999,10.96773697,1.7024995,8.449129032,,4195.2,84533.28,1,Jaipur,0.99942524,0.999389119,0.999575012,0.999726036,0.999726036
15-07-2010,21.5,703.9419798,0.188229846,19.940001,2018.856762,0.539830141,19,1017.001258,0.271940012,20.0950005,0.75,19.889999,1.559999,7.255809302,1.4049995,6.534881395,,3739.8,80405.7,1,Jaipur,0.99942524,0.999389119,0.999575012,0.999726036,0.999726036
16-07-2010,21.299999,1530.830461,0.583996666,20.700001,853.7246279,0.325687494,20.049999,236.7449107,0.09031584,20.6875,0.75,20.639999,0.599998,2.816892151,0.612499,2.875582295,,2621.3,55833.68738,1,Jaipur,0.99942524,0.999389119,0.999575012,0.999726036,0.999726036
19-07-2010,22.25,855.1036387,0.343898507,21.370001,506.6920935,0.203777234,20.92,1124.704268,0.452324258,21.4775005,0.75,21.91,0.879999,3.955051685,0.7724995,3.471907865,,2486.5,55324.625,1,Jaipur,0.99942524,0.999389119,0.999575012,0.999726036,0.999726036
20-07-2010,21.85,550.0747412,0.301361278,21.85,849.3173666,0.465302891,20.049999,425.9078921,0.233335831,21.39999975,0.75,20.299999,0,0,0.45000025,2.059497712,,1825.3,39882.805,1,Jaipur,0.99942524,0.999389119,0.999575012,0.999726036,0.999726036
21-07-2010,20.9,97.85047596,0.078124133,20.66,950.6170187,0.758975664,19.5,204.0325053,0.162900204,20.43,0.75,20.219999,0.24,1.148325359,0.47,2.248803828,,1252.5,26177.25,1,Jaipur,0.99942524,0.999389119,0.999575012,0.999726036,0.999726036
22-07-2010,21.25,77.12542515,0.080523518,20.5,370.6703891,0.387001868,20.370001,510.0041858,0.532474614,20.65500025,0.75,21,0.75,3.529411765,0.59499975,2.799998824,,957.8,20353.25,1,Jaipur,0.99942524,0.999389119,0.999575012,0.999726036,0.999726036
23-07-2010,21.559999,212.9229829,0.325769558,21.190001,95.12566451,0.145541102,21.059999,345.5513526,0.52868934,21.25,0.75,21.290001,0.369998,1.716131805,0.309999,1.437843295,,653.6,14091.61535,1,Jaipur,0.99942524,0.999389119,0.999575012,0.999726036,0.999726036
26-07-2010,21.5,323.2964481,0.350570861,21.5,459.9622475,0.498766263,20.299999,138.9413044,0.150662876,21.19999975,0.75,20.950001,0,0,0.30000025,1.39535,,922.2,19827.3,1,Jaipur,0.99942524,0.999389119,0.999575012,0.999726036,0.999726036
27-07-2010,21.18,335.2340272,0.5409618,20.91,171.1524188,0.276185927,20.26,113.313554,0.182852274,20.815,0.75,20.549999,0.27,1.274787535,0.365,1.72332389,,619.7,13125.246,1,Jaipur,0.99942524,0.999389119,0.999575012,0.999726036,0.999726036
28-07-2010,20.9,374.1559552,0.800847507,20.549999,63.07425384,0.135004824,20.51,29.96979095,0.064147669,20.6274995,0.75,20.719999,0.350001,1.674645933,0.2725005,1.303830144,,467.2,9764.48,1,Jaipur,0.99942524,0.999389119,0.999575012,0.999726036,0.999726036
29-07-2010,20.879999,508.0141825,0.824698348,20.77,23.19878358,0.037660363,20,84.78703388,0.137641289,20.60499975,0.75,20.35,0.109999,0.526815159,0.27499925,1.31704628,,616,12862.07938,1,Jaipur,0.99942524,0.999389119,0.999575012,0.999726036,0.999726036
30-07-2010,20.440001,284.8604436,0.667276748,20.200001,123.1560051,0.288489119,19.549999,18.88355128,0.044234133,20.0975005,0.75,19.940001,0.24,1.17416824,0.3425005,1.675638372,,426.9,8725.836427,1,Jaipur,0.99942524,0.999389119,0.999575012,0.999726036,0.999726036
02-08-2010,20.969999,699.4501103,0.97402884,20.5,8.957617174,0.012474053,20.33,9.692272557,0.013497107,20.57499975,0.75,20.92,0.469999,2.241292429,0.39499925,1.883639813,,718.1,15058.55628,1,Jaipur,0.99942524,0.999389119,0.999575012,0.999726036,0.999726036
03-08-2010,21.950001,166.015236,0.134916892,21,41.04490021,0.033356278,20.82,1023.439864,0.83172683,21.19250025,0.75,21.950001,0.950001,4.328022582,0.75750075,3.451028317,,1230.5,27009.47623,1,Jaipur,0.99942524,0.999389119,0.999575012,0.999726036,0.999726036
04-08-2010,22.18,791.4372796,0.866853537,21.950001,117.8166249,0.129043401,20.85,3.746095568,0.004103062,21.7325005,0.75,21.26,0.229999,1.036965735,0.4474995,2.017581154,,913,20250.34,1,Jaipur,0.99942524,0.999389119,0.999575012,0.999726036,0.999726036
05-08-2010,21.549999,357.6227545,0.449161962,21.540001,306.7608851,0.385281192,20.049999,131.8163604,0.165556845,21.17,0.75,20.450001,0.009998,0.046394434,0.379999,1.763336509,,796.2,17158.1092,1,Jaipur,0.99942524,0.999389119,0.999575012,0.999726036,0.999726036
06-08-2010,20.16,724.9068639,0.977095112,20.1,15.83350727,0.021341835,19.52,1.159628869,0.001563053,19.97,0.75,19.59,0.06,0.297619048,0.19,0.942460318,,741.9,14956.704,1,Jaipur,0.99942524,0.999389119,0.999575012,0.999726036,0.999726036
09-08-2010,19.98,674.9005203,0.830442378,19.9,45.38450398,0.055844105,19.450001,92.41497567,0.113713518,19.80750025,0.75,19.6,0.08,0.4004004,0.17249975,0.863362112,,812.7,16237.746,1,Jaipur,0.99942524,0.999389119,0.999575012,0.999726036,0.999726036
10-08-2010,19.65,1116.514199,0.87139171,19.65,157.723638,0.123096572,18.82,7.06216334,0.005511717,19.4425,0.75,19.030001,0,0,0.2075,1.055979644,,1281.3,25177.545,1,Jaipur,0.99942524,0.999389119,0.999575012,0.999726036,0.999726036
11-08-2010,18.879999,126.7535471,0.15891869,18.690001,40.15435916,0.050343981,17.85,630.6920938,0.790737329,18.52750025,0.75,17.9,0.189998,1.006345392,0.35249875,1.867048563,,797.6,15058.6872,1,Jaipur,0.99942524,0.999389119,0.999575012,0.999726036,0.999726036
12-08-2010,17.9,184.0093556,0.266294292,17.799999,405.1722206,0.586356325,17.389999,101.8184238,0.147349383,17.72249925,0.75,17.6,0.100001,0.558664805,0.17750075,0.991624302,,691,12368.9,1,Jaipur,0.99942524,0.999389119,0.999575012,0.999726036,0.999726036
13-08-2010,18.450001,584.635439,0.922137916,18.18,42.53768196,0.067094136,17.66,6.826879039,0.010767948,18.11750025,0.75,18.32,0.270001,1.463419975,0.33250075,1.802171989,,634,11697.30063,1,Jaipur,0.99942524,0.999389119,0.999575012,0.999726036,0.999726036
16-08-2010,18.799999,414.463926,0.853157526,18.450001,30.64170658,0.063074736,18.26,40.69436747,0.083767739,18.49000025,0.75,18.780001,0.349998,1.861691588,0.30999875,1.648929609,,485.8,9133.039514,1,Jaipur,0.99942524,0.999389119,0.999575012,0.999726036,0.999726036
17-08-2010,19.4,61.12298995,0.136465707,18.959999,140.9214312,0.314626995,18.780001,245.8555789,0.548907298,19.02499975,0.75,19.15,0.440001,2.268046392,0.37500025,1.932990979,,447.9,8689.26,1,Jaipur,0.99942524,0.999389119,0.999575012,0.999726036,0.999726036
18-08-2010,19.59,221.9082759,0.369047524,19.59,286.0052498,0.475644853,18.6,93.38647422,0.155307624,19.3425,0.75,18.77,0,0,0.2475,1.263399694,,601.3,11779.467,1,Jaipur,0.99942524,0.999389119,0.999575012,0.999726036,0.999726036
19-08-2010,19.25,108.9195668,0.188084211,18.540001,226.986977,0.391965079,18.33,243.1934562,0.41995071,18.6650005,0.75,18.790001,0.709999,3.688306494,0.5849995,3.038958442,,579.1,11147.675,1,Jaipur,0.99942524,0.999389119,0.999575012,0.999726036,0.999726036
20-08-2010,19.110001,138.9694279,0.46949131,18.65,60.86273823,0.205617359,18.51,96.16783389,0.324891331,18.73000025,0.75,19.1,0.460001,2.4071218,0.38000075,1.988491523,,296,5656.560296,1,Jaipur,0.99942524,0.999389119,0.999575012,0.999726036,0.999726036
23-08-2010,20.389999,629.4330615,0.578469866,19.09,438.9728508,0.403430614,19,19.69408772,0.01809952,19.39249975,0.75,20.129999,1.299999,6.375669758,0.99749925,4.892100534,,1088.1,22186.35791,1,Jaipur,0.99942524,0.999389119,0.999575012,0.999726036,0.999726036
24-08-2010,19.709999,478.9807761,0.711604184,19.25,62.18957968,0.092392779,18.950001,131.9296442,0.196003037,19.29,0.75,19.200001,0.459999,2.333835735,0.419999,2.130893056,,673.1,13266.80033,1,Jaipur,0.99942524,0.999389119,0.999575012,0.999726036,0.999726036
25-08-2010,19.98,55.20369608,0.109683481,19.16,348.8575357,0.693140345,18.559999,99.23876823,0.197176174,19.21499975,0.75,19.9,0.82,4.104104104,0.76500025,3.82883008,,503.3,10055.934,1,Jaipur,0.99942524,0.999389119,0.999575012,0.999726036,0.999726036
26-08-2010,20.27,412.3866178,0.950637662,19.889999,5.030178227,0.011595616,19.6,16.38320396,0.037766722,19.9124995,0.75,19.75,0.380001,1.874696596,0.3575005,1.763692649,,433.8,8793.126,1,Jaipur,0.99942524,0.999389119,0.999575012,0.999726036,0.999726036
27-08-2010,19.870001,28.66806085,0.075521762,19.75,189.3243675,0.498747017,19.5,161.6075716,0.425731221,19.71750025,0.75,19.700001,0.120001,0.603930518,0.15250075,0.767492412,,379.6,7542.65238,1,Jaipur,0.99942524,0.999389119,0.999575012,0.999726036,0.999726036
30-08-2010,20.190001,15.29052073,0.020865885,19.700001,415.1867395,0.566575791,19.610001,302.3227398,0.412558324,19.800001,0.75,19.870001,0.49,2.426943911,0.39,1.931649236,,732.8,14795.23273,1,Jaipur,0.99942524,0.999389119,0.999575012,0.999726036,0.999726036
31-08-2010,19.790001,3.150509537,0.015666383,19.66,55.63689373,0.276662823,19.33,142.3125967,0.707670794,19.61000025,0.75,19.48,0.130001,0.656902443,0.18000075,0.909554022,,201.1,3979.769201,1,Jaipur,0.99942524,0.999389119,0.999575012,0.999726036,0.999726036
01-09-2010,20.690001,330.5751759,0.66796358,19.620001,142.6449771,0.288229899,19.6,21.67984702,0.043806521,19.88250075,0.75,20.450001,1.07,5.171580224,0.80750025,3.902852639,,494.9,10239.48149,1,Jaipur,0.99942524,0.999389119,0.999575012,0.999726036,0.999726036
02-09-2010,21.24,99.8161166,0.204919147,20.370001,194.3697391,0.39903457,20.309999,192.9141443,0.396046283,20.57250025,0.75,21.059999,0.869999,4.09604049,0.66749975,3.14265419,,487.1,10346.004,1,Jaipur,0.99942524,0.999389119,0.999575012,0.999726036,0.999726036
03-09-2010,21.299999,429.9680077,0.989341941,20.870001,1.517884936,0.003492602,20.66,3.114107374,0.007165456,20.92500025,0.75,21.049999,0.429998,2.018770048,0.37499875,1.760557594,,434.6,9256.979565,1,Jaipur,0.99942524,0.999389119,0.999575012,0.999726036,0.999726036
07-09-2010,21,205.4599956,0.844124879,20.610001,8.664046875,0.03559592,20.5,29.27595756,0.120279201,20.6800005,0.75,20.540001,0.389999,1.857138095,0.3199995,1.523807143,,243.4,5111.4,1,Jaipur,0.99942524,0.999389119,0.999575012,0.999726036,0.999726036
08-09-2010,20.950001,202.4100153,0.701837778,20.66,30.8674428,0.107029968,20.6,55.12254194,0.191132254,20.71750025,0.75,20.9,0.290001,1.384252917,0.23250075,1.10978873,,288.4,6041.980288,1,Jaipur,0.99942524,0.999389119,0.999575012,0.999726036,0.999726036
09-09-2010,21.049999,128.4166029,0.341351948,21,36.01157884,0.095724558,20.690001,211.7718183,0.562923494,20.935,0.75,20.709999,0.049999,0.237524952,0.114999,0.546313565,,376.2,7919.009624,1,Jaipur,0.99942524,0.999389119,0.999575012,0.999726036,0.999726036
10-09-2010,20.93,300.1966435,0.77650451,20.75,53.33066857,0.137947927,19.76,33.07268788,0.085547563,20.5475,0.75,20.17,0.18,0.860009556,0.3825,1.827520306,,386.6,8091.538,1,Jaipur,0.99942524,0.999389119,0.999575012,0.999726036,0.999726036
13-09-2010,20.9,179.3830373,0.497181367,20.889999,97.38287617,0.269908193,20.5,84.03408651,0.232910439,20.7949995,0.75,20.719999,0.010001,0.047851675,0.1050005,0.502394737,,360.8,7540.72,1,Jaipur,0.99942524,0.999389119,0.999575012,0.999726036,0.999726036
14-09-2010,21.6,177.8302972,0.271621044,20.540001,138.8058421,0.212014422,20.530001,338.0638606,0.516364534,20.80250075,0.75,21.120001,1.059999,4.907402778,0.79749925,3.692126157,,654.7,14141.52,1,Jaipur,0.99942524,0.999389119,0.999575012,0.999726036,0.999726036
15-09-2010,22,631.9101244,0.923035531,20.98,27.28845556,0.039860438,20.790001,25.40142007,0.037104032,21.18750025,0.75,21.98,1.02,4.636363636,0.81249975,3.693180682,,684.6,15061.2,1,Jaipur,0.99942524,0.999389119,0.999575012,0.999726036,0.999726036
16-09-2010,23.16,1734.297201,0.646041051,22.15,151.7359274,0.056522975,20.84,798.4668719,0.297435974,22.075,0.75,20.940001,1.01,4.360967185,1.085,4.684801382,,2684.5,62173.02,1,Jaipur,0.99942524,0.999389119,0.999575012,0.999726036,0.999726036
17-09-2010,21.32,449.5786423,0.375117766,21.02,388.1051232,0.323825718,19.799999,360.8162346,0.301056516,20.78999975,0.75,20.23,0.3,1.407129456,0.53000025,2.485929878,,1198.5,25552.02,1,Jaipur,0.99942524,0.999389119,0.999575012,0.999726036,0.999726036
20-09-2010,21.35,789.1357257,0.832860924,20.67,84.12422433,0.088785461,20.16,74.24004999,0.078353615,20.7125,0.75,21.059999,0.68,3.18501171,0.6375,2.985948478,,947.5,20229.125,1,Jaipur,0.99942524,0.999389119,0.999575012,0.999726036,0.999726036
21-09-2010,21.549999,99.28299937,0.124727386,20.889999,236.1186038,0.296631412,20.67,460.5983968,0.578641202,20.99999925,0.75,20.77,0.66,3.062645154,0.54999975,2.552203135,,796,17153.7992,1,Jaipur,0.99942524,0.999389119,0.999575012,0.999726036,0.999726036
22-09-2010,20.950001,46.85769496,0.048663096,20.870001,519.896963,0.539928303,19.799999,396.145342,0.411408601,20.6225005,0.75,19.870001,0.08,0.381861557,0.3275005,1.563248135,,962.9,20172.75596,1,Jaipur,0.99942524,0.999389119,0.999575012,0.999726036,0.999726036
23-09-2010,20.139999,91.66821656,0.137207329,19.889999,445.3674447,0.666617938,19.5,131.0643387,0.196174732,19.85499925,0.75,19.559999,0.25,1.241310886,0.28499975,1.415093169,,668.1,13455.53333,1,Jaipur,0.99942524,0.999389119,0.999575012,0.999726036,0.999726036
24-09-2010,20.190001,537.3131357,0.928162266,19.950001,7.490323189,0.01293889,19.65,34.09654111,0.058898845,19.93500075,0.75,20.1,0.24,1.188707222,0.25500025,1.263002662,,578.9,11687.99158,1,Jaipur,0.99942524,0.999389119,0.999575012,0.999726036,0.999726036
27-09-2010,20.809999,298.407739,0.712870853,20.4,18.26500804,0.04363356,20.049999,101.927253,0.243495588,20.4149995,0.75,20.530001,0.409999,1.970201921,0.3949995,1.89812359,,418.6,8711.065581,1,Jaipur,0.99942524,0.999389119,0.999575012,0.999726036,0.999726036
28-09-2010,21.49,902.2118246,0.742866879,21.040001,25.47758882,0.020977842,20.76,286.8105866,0.236155279,21.0825005,0.75,21.4,0.449999,2.093992555,0.4074995,1.896228478,,1214.5,26099.605,1,Jaipur,0.99942524,0.999389119,0.999575012,0.999726036,0.999726036
29-09-2010,22.030001,154.7477778,0.078580093,21.190001,1049.064327,0.53270925,21.129999,765.4878953,0.388710656,21.3850005,0.75,21.98,0.84,3.812982124,0.6450005,2.927827829,,1969.3,43383.68097,1,Jaipur,0.99942524,0.999389119,0.999575012,0.999726036,0.999726036
30-09-2010,22.15,445.0627228,0.202688188,22,1538.954375,0.700862726,20.190001,211.7829024,0.096449086,21.58500025,0.75,20.41,0.15,0.677200903,0.56499975,2.550788939,,2195.8,48636.97,1,Jaipur,0.99942524,0.999389119,0.999575012,0.999726036,0.999726036
01-10-2010,20.75,356.0381388,0.595680339,20.690001,194.368058,0.325193338,20.309999,47.29380319,0.079126323,20.61000025,0.75,20.6,0.059999,0.289151807,0.13999975,0.67469759,,597.7,12402.275,1,Jaipur,0.99942524,0.999389119,0.999575012,0.999726036,0.999726036
04-10-2010,21.17,172.47902,0.267991019,20.43,155.7940961,0.24206665,20.299999,315.3268839,0.48994233,20.58249975,0.75,20.99,0.74,3.495512518,0.58750025,2.7751547,,643.6,13625.012,1,Jaipur,0.99942524,0.999389119,0.999575012,0.999726036,0.999726036
05-10-2010,21.280001,114.9147945,0.346128899,21.15,74.57335487,0.224618539,21.01,142.5118506,0.429252562,21.14750025,0.75,21.120001,0.130001,0.610906926,0.13250075,0.622653871,,332,7064.960332,1,Jaipur,0.99942524,0.999389119,0.999575012,0.999726036,0.999726036
06-10-2010,21.26,292.2954313,0.932659321,21.059999,18.01730696,0.057489812,20.32,3.08726172,0.009850867,20.9249995,0.75,20.459999,0.200001,0.940738476,0.3350005,1.575731421,,313.4,6662.884,1,Jaipur,0.99942524,0.999389119,0.999575012,0.999726036,0.999726036
07-10-2010,20.639999,91.0516324,0.645756258,20.57,28.06680056,0.199055323,20.34,21.88156704,0.155188419,20.52999975,0.75,20.43,0.069999,0.339142458,0.10999925,0.532942129,,141,2910.239859,1,Jaipur,0.99942524,0.999389119,0.999575012,0.999726036,0.999726036
08-10-2010,20.790001,173.7624766,0.648851668,20.43,15.53749489,0.058019025,20.389999,78.50002852,0.293129307,20.51,0.75,20.43,0.360001,1.731606458,0.280001,1.346806092,,267.8,5567.562268,1,Jaipur,0.99942524,0.999389119,0.999575012,0.999726036,0.999726036
11-10-2010,20.700001,157.7322311,0.921333126,20.440001,5.857678941,0.034215414,20.07,7.610089938,0.04445146,20.41250075,0.75,20.24,0.26,1.256038587,0.28750025,1.38889003,,171.2,3543.840171,1,Jaipur,0.99942524,0.999389119,0.999575012,0.999726036,0.999726036
12-10-2010,20.280001,46.52276911,0.190667087,20.200001,89.78461565,0.367969736,20.030001,107.6926152,0.441363177,20.177501,0.75,20.24,0.08,0.394477298,0.1025,0.505424038,,244,4948.320244,1,Jaipur,0.99942524,0.999389119,0.999575012,0.999726036,0.999726036
13-10-2010,20.85,298.3518443,0.937623646,20.639999,4.335160443,0.013624011,20.360001,15.51299528,0.048752342,20.62249975,0.75,20.540001,0.210001,1.007199041,0.22750025,1.091128297,,318.2,6634.47,1,Jaipur,0.99942524,0.999389119,0.999575012,0.999726036,0.999726036
14-10-2010,21.030001,15.94056925,0.054072487,21,175.410611,0.595015641,20.4,103.4488198,0.350911872,20.85750025,0.75,20.75,0.030001,0.142658101,0.17250075,0.820260303,,294.8,6199.644295,1,Jaipur,0.99942524,0.999389119,0.999575012,0.999726036,0.999726036
15-10-2010,20.9,21.16978623,0.074358224,20.889999,4.82704687,0.016954854,20.25,258.7031669,0.908686923,20.7324995,0.75,20.540001,0.010001,0.047851675,0.1675005,0.801437799,,284.7,5950.23,1,Jaipur,0.99942524,0.999389119,0.999575012,0.999726036,0.999726036
18-10-2010,20.639999,107.688224,0.661475578,20.52,1.85970404,0.011423243,20.219999,53.25207191,0.327101179,20.4749995,0.75,20.23,0.119999,0.581390532,0.1649995,0.799416221,,162.8,3360.191837,1,Jaipur,0.99942524,0.999389119,0.999575012,0.999726036,0.999726036
19-10-2010,20.41,241.8185005,0.986209219,20.200001,2.833935389,0.011557648,20,0.547564138,0.002233133,20.2025005,0.75,20.049999,0.209999,1.028902499,0.2074995,1.016656051,,245.2,5004.532,1,Jaipur,0.99942524,0.999389119,0.999575012,0.999726036,0.999726036
20-10-2010,20.690001,79.23507199,0.25355223,20.16,49.42654617,0.158164948,20.040001,183.8383818,0.588282822,20.2625005,0.75,20.65,0.530001,2.561628682,0.4275005,2.06621788,,312.5,6465.625313,1,Jaipur,0.99942524,0.999389119,0.999575012,0.999726036,0.999726036
21-10-2010,20.950001,83.25840045,0.199612564,20.610001,33.74068023,0.080893503,20.450001,300.1009193,0.719493933,20.655001,0.75,20.75,0.34,1.622911617,0.295,1.408114491,,417.1,8738.245417,1,Jaipur,0.99942524,0.999389119,0.999575012,0.999726036,0.999726036
22-10-2010,20.93,133.184157,0.8267173,20.68,17.94075542,0.111364093,20.549999,9.975087601,0.061918607,20.70999975,0.75,20.719999,0.25,1.194457716,0.22000025,1.051123985,,161.1,3371.823,1,Jaipur,0.99942524,0.999389119,0.999575012,0.999726036,0.999726036
25-10-2010,20.98,83.00177253,0.700436899,20.940001,2.991617319,0.025245716,20.73,32.50661015,0.274317385,20.8975005,0.75,20.85,0.039999,0.190653003,0.0824995,0.393229266,,118.5,2486.13,1,Jaipur,0.99942524,0.999389119,0.999575012,0.999726036,0.999726036
26-10-2010,21.870001,442.0690571,0.66888948,20.799999,30.52063961,0.04618042,20.51,188.3103033,0.2849301,20.99499975,0.75,21.360001,1.070002,4.892555789,0.87500125,4.000920027,,660.9,14453.88366,1,Jaipur,0.99942524,0.999389119,0.999575012,0.999726036,0.999726036
27-10-2010,21.379999,158.4209883,0.444378649,21.25,152.5969623,0.42804197,20.65,45.4820494,0.127579381,21.13249975,0.75,21,0.129999,0.608040253,0.24749925,1.157620494,,356.5,7621.969644,1,Jaipur,0.99942524,0.999389119,0.999575012,0.999726036,0.999726036
28-10-2010,21.5,150.7905636,0.672571648,21.389999,57.96045086,0.25852119,20.959999,15.44898559,0.068907161,21.30999925,0.75,21.190001,0.110001,0.511632558,0.19000075,0.883724419,,224.2,4820.3,1,Jaipur,0.99942524,0.999389119,0.999575012,0.999726036,0.999726036
29-10-2010,21.85,108.8026376,0.387749956,21.139999,40.32675898,0.143716176,21.049999,131.4706035,0.468533868,21.29499925,0.75,21.84,0.710001,3.249432494,0.55500075,2.540049199,,280.6,6131.11,1,Jaipur,0.99942524,0.999389119,0.999575012,0.999726036,0.999726036
01-11-2010,22.75,204.0511447,0.44767693,21.940001,155.360148,0.340851575,21.309999,96.38870727,0.211471495,21.98500025,0.75,21.41,0.809999,3.560435165,0.76499975,3.362636264,,455.8,10369.45,1,Jaipur,0.99942524,0.999389119,0.999575012,0.999726036,0.999726036
02-11-2010,21.879999,309.9736653,0.961158652,21.68,10.98858978,0.034073147,21.049999,1.537744952,0.004768201,21.5724995,0.75,21.25,0.199999,0.914072254,0.3074995,1.405390832,,322.5,7056.299678,1,Jaipur,0.99942524,0.999389119,0.999575012,0.999726036,0.999726036
03-11-2010,22.5,285.4974643,0.766230446,21.280001,2.824998698,0.007581854,21.16,84.27753702,0.2261877,21.5550005,0.75,21.77,1.219999,5.422217778,0.9449995,4.199997778,,372.6,8383.5,1,Jaipur,0.99942524,0.999389119,0.999575012,0.999726036,0.999726036
04-11-2010,25.33,1176.611728,0.627861114,22.6,107.2772037,0.057245039,22.15,590.1110686,0.314893847,23.17,0.75,24.9,2.73,10.77773391,2.16,8.527437821,,1874,47468.42,1,Jaipur,0.99942524,0.999389119,0.999575012,0.999726036,0.999726036
05-11-2010,24.969999,745.1921056,0.73708418,24.870001,147.6624856,0.146055871,23.719999,118.1454087,0.116859949,24.6075,0.75,24.440001,0.099998,0.400472583,0.362499,1.451738144,,1011,25244.66899,1,Jaipur,0.99942524,0.999389119,0.999575012,0.999726036,0.999726036
08-11-2010,25,281.626413,0.552750565,24.5,25.6389372,0.050321761,24.030001,202.2346498,0.396927674,24.50750025,0.75,24.98,0.5,2,0.49249975,1.969999,,509.5,12737.5,1,Jaipur,0.99942524,0.999389119,0.999575012,0.999726036,0.999726036
09-11-2010,25.690001,128.8415154,0.134715093,25,51.87423515,0.054239058,24.049999,775.6842495,0.811045848,24.935,0.75,24.629999,0.690001,2.685873776,0.755001,2.938890505,,956.4,24569.91696,1,Jaipur,0.99942524,0.999389119,0.999575012,0.999726036,0.999726036
10-11-2010,29.969999,1567.729761,0.512246287,24.48,696.6482617,0.227625637,24.049999,796.1219776,0.260128076,25.7449995,0.75,29.360001,5.489999,18.31831559,4.2249995,14.09742957,,3060.5,91723.18194,1,Jaipur,0.99942524,0.999389119,0.999575012,0.999726036,0.999726036
11-11-2010,29.1,477.1722876,0.245294961,28.6,951.1928077,0.488969726,27.33,516.9349046,0.265735313,28.4075,0.75,28.040001,0.5,1.718213058,0.6925,2.379725086,,1945.3,56608.23,1,Jaipur,0.99942524,0.999389119,0.999575012,0.999726036,0.999726036
